"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
0.22183,0.2597,0.18348,0.08309,0.17771,0.07522,-0.05853,-0.01155,0.30159,0.42116,0.15546,0.21201,-0.10326,0.07457,-0.103
-0.09037,-0.07727,-0.38632,-0.64548,-0.60672,-0.82236,-0.5043,-0.62851,-0.48412,-0.22044,-0.09339,-0.05592,0.04694,0.19785,0.04337
-0.05868,-0.06668,-0.28676,-0.04443,0.26481,0.32707,0.28516,0.13475,0.08325,0.11771,0.24139,0.43733,0.51222,0.46977,0.60618
0.13759,0.23446,0.36068,0.5397,0.32132,-0.03076,-0.01251,-0.36294,-0.16194,0.03703,0.02502,0.16351,0.35846,0.41839,0.42319
0.03117,-0.18223,-0.03907,0.292,0.35732,0.21942,0.04937,0.34149,0.33425,0.25191,0.19248,0.51403,0.49924,0.48206,0.50884
-0.01554,-0.03677,0.01589,-0.0903,-0.14875,-0.31162,-0.15074,0.029,-0.24721,-0.15982,-0.24122,-0.12346,-0.08614,-0.00639,-0.03349
-0.06667,-0.11589,-0.15375,-0.25821,-0.39385,-0.51954,-0.42637,-0.14371,-0.22744,-0.30209,-0.23727,-0.61592,-0.37662,-0.23256,0.01062
0.28126,0.28862,0.59191,0.51736,0.45251,0.57089,0.46486,0.49363,0.53235,0.39737,0.22777,0.24542,0.16127,0.25487,0.33799
-0.04752,-0.22703,-0.2986,-0.36472,-0.3699,-0.14289,-0.20823,-0.03899,-0.06253,-0.07452,-0.26665,-0.51464,-0.47684,-0.67463,-0.70958
0.07396,0.11461,0.12231,0.05558,-0.28565,-0.08024,0.10018,0.24123,0.0125,-0.17393,-0.10288,-0.40113,-0.484,-0.47752,-0.36754
0.12322,-0.03051,-0.07146,-0.09803,-0.10017,-0.2655,0.03895,-0.01909,-0.18872,-0.25855,-0.22187,-0.31795,-0.0484,0.06768,0.09804
0.07952,0.0373,0.09411,0.22173,0.18111,0.06851,0.04674,0.17763,-0.03991,0.03899,0.26717,0.15262,0.2033,0.17134,0.2223
0.07913,0.13893,-0.06946,0.03591,-0.17768,-0.36697,-0.61654,-0.39817,-0.16832,0.02557,0.03831,0.25955,-0.07271,0.04718,0.06052
-0.25995,-0.16156,-0.09434,-0.08351,-0.04682,0.17442,-0.03722,0.00667,-0.23281,-0.14647,-0.08156,-0.10382,-0.03021,0.09949,0.29483
0.58672,0.37189,0.5068,0.55975,0.3707,0.43012,0.31322,0.25014,0.2394,0.06742,0.17993,0.08638,0.14375,0.34289,0.29417
0.12788,-0.27469,0.00588,0.16509,0.27662,0.26944,0.39406,0.3412,0.3172,0.00636,-0.10237,0.02935,0.51281,0.57632,0.60129
-0.32312,-0.12407,-0.3774,-0.562,-0.45023,-0.15066,-0.31097,-0.06917,-0.147,0.02203,-0.09159,0.05506,0.03694,-0.22634,-0.37743
0.40502,0.3837,0.41092,0.36238,-0.1405,0.19517,0.2023,0.0414,0.03098,-0.06858,-0.29195,0.13492,-0.01012,-0.16189,-0.16793
-0.06272,0.02161,-0.0147,-0.19372,-0.10015,-0.07822,-0.2066,-0.11197,-0.18667,0.06194,0.11798,-0.13431,-0.06037,-0.17077,-0.03918
0.3683,0.39465,0.47175,0.721,0.60697,0.60812,0.55774,0.63743,0.62396,0.63386,0.48752,0.57376,0.41606,0.0317,0.03177
0.26994,0.53406,0.27896,0.16438,0.13127,-0.06567,-0.00374,0.00979,0.09298,0.33592,0.45155,0.34146,0.32153,0.45032,0.39812
-0.05976,-0.00088,-0.35899,-0.46576,-0.57574,-0.36556,-0.07279,-0.12693,-0.19029,-0.11658,0.13641,0.14307,0.17882,0.33649,0.39609
0.05041,0.12078,0.13691,0.14847,0.23173,0.16813,0.14818,0.42532,0.4907,0.50837,0.35827,0.47715,0.20643,0.38726,0.08034
-0.17504,-0.09057,0.04668,0.10461,-0.05152,0.14318,0.43569,0.22511,0.30992,0.40024,0.56379,0.51361,0.47424,0.49132,0.71875
-0.44464,-0.38126,-0.39207,-0.17115,-0.06514,-0.11362,0.02939,-0.04818,0.07462,0.11465,0.1226,0.25273,0.34667,0.32845,0.30641
-0.2468,-0.24054,-0.38804,-0.531,-0.37089,-0.26706,-0.2111,-0.35037,-0.32031,-0.49381,-0.45993,-0.64687,-0.53135,-0.48032,-0.53334
0.00069,-0.06134,-0.0944,-0.07156,-0.07659,-0.09498,-0.04814,0.07097,-0.18097,-0.12297,-0.01182,0.15558,0.19872,-0.03944,0.13847
-0.09966,-0.16161,-0.28846,-0.23449,-0.22573,-0.3775,-0.56763,-0.5697,-0.66902,-0.63924,-0.50326,-0.35884,-0.47313,-0.46587,-0.29311
0.17681,0.23819,0.11837,0.14144,0.26935,0.36179,0.40182,0.42888,0.4556,0.13289,0.05965,-0.13687,0.09689,0.02351,-0.33501
-0.08676,-0.0572,-0.08965,0.01737,-0.03668,0.08565,0.07998,-0.18757,-0.01465,-0.02781,0.37969,0.58259,0.60045,0.64051,0.73138
-0.27722,-0.34589,-0.23939,-0.00782,0.11523,0.02403,-0.00287,-0.12809,-0.06626,0.02832,0.12096,0.0862,0.21339,0.22972,0.39332
-0.2399,-0.23603,-0.38678,-0.49909,-0.25195,-0.13104,-0.35683,-0.52879,-0.46345,-0.35768,-0.58332,-0.42159,-0.42675,-0.31018,-0.44453
-0.60628,-0.71487,-0.41943,-0.34219,0.03337,0.02569,0.0654,-0.10777,-0.26949,-0.07393,-0.13825,-0.00486,-0.0965,0.02448,-0.22166
0.20618,0.0399,-0.04751,-0.26615,-0.43212,-0.34753,-0.53497,-0.42073,-0.34565,-0.41425,-0.03776,0.11734,0.18467,0.10321,0.0776
0.11834,0.15268,-0.00138,0.0196,-0.20829,-0.26484,-0.17474,-0.20987,-0.32909,-0.13231,-0.31796,-0.27373,-0.34707,-0.38158,-0.30978
0.04878,0.1469,-0.07033,0.0065,0.09525,0.04137,-0.02222,0.0692,0.10048,0.08454,0.01992,0.1979,0.31948,0.04199,0.0695
0.05428,0.1841,0.09954,0.09032,0.11649,0.10372,0.11254,0.14748,0.07108,0.34171,0.35631,0.45411,0.72355,0.7354,0.76559
0.1145,0.17596,0.16801,0.0254,0.1202,0.02802,0.13099,0.15277,0.15298,0.18087,0.17164,0.07224,0.12183,0.08167,0.01321
-0.15438,-0.02729,0.0736,-0.02595,-0.12345,-0.2639,0.07601,0.32043,0.35029,0.41119,0.41563,0.43847,0.2806,0.3899,0.35529
-0.36149,-0.04004,0.03267,0.35864,0.25779,0.32616,0.12945,0.08817,-0.12181,-0.37011,-0.61045,-0.5374,-0.52935,-0.37268,-0.0629
0.07252,0.02901,0.24673,0.21728,0.41495,0.62359,0.74268,0.73293,1.05165,0.90798,0.80057,0.72629,0.77713,0.77941,0.70161
-0.10579,-0.00186,0.14379,0.36617,0.37558,0.63962,0.40687,0.40814,0.61054,0.55912,0.77604,0.44471,0.47136,0.34009,0.41736
0.13946,0.42191,0.53676,0.44895,0.34422,0.33367,0.26941,0.36973,0.26527,0.20088,-0.19677,0.11024,-0.01038,0.49587,0.44809
0.13354,-0.16567,-0.24118,-0.01966,0.02688,-0.09306,-0.26951,-0.30092,-0.36391,-0.43125,-0.2579,-0.37274,-0.55852,-0.41877,-0.34003
-0.29899,-0.23069,-0.2458,-0.44414,-0.31733,-0.18461,0.27064,0.12442,0.25304,0.14853,0.27674,0.3376,0.45771,0.38976,-0.05731
-0.37438,-0.26864,-0.22854,-0.19147,-0.42949,-0.27182,-0.45638,-0.37746,-0.16922,-0.11445,0.12696,-0.01909,0.01586,0.13084,0.16406
0.32543,0.20539,0.32909,0.26729,0.43542,0.34022,0.21648,-0.02679,-0.27393,0.14998,0.07672,0.01449,0.02351,0.19294,0.15189
-0.28671,-0.42941,-0.39728,-0.23565,-0.24553,-0.21936,-0.3695,-0.26973,-0.0622,-0.01658,0.06857,0.06118,0.13236,-0.16399,-0.24557
-0.27705,-0.1528,-0.05961,0.06839,0.02385,0.1676,0.1369,0.32867,0.03955,-0.07,0.19646,0.00543,0.2465,0.2149,0.14836
-0.00829,-0.01052,-0.08131,-0.08145,0.04552,-0.15267,-0.08617,-0.18003,-0.4457,-0.50342,-0.36553,-0.25482,-0.23336,-0.16927,-0.30053
-0.34629,-0.48737,-0.34739,-0.43751,-0.37902,0.01323,0.02092,0.2447,0.10211,-0.21539,0.00787,-0.08885,-0.14286,-0.05793,0.0684
0.07451,-0.11296,-0.03696,-0.22889,0.00714,-0.0817,-0.32866,-0.40314,-0.31224,-0.34399,-0.16828,-0.06629,-0.15062,-0.06913,-0.18554
-0.16719,-0.07936,-0.0763,-0.08207,-0.13886,-0.00139,0.00418,0.01336,0.05665,0.13845,0.17918,0.11877,0.26148,0.5887,0.51391
0.29322,0.33611,0.00291,-0.08933,-0.07666,-0.05051,-0.11421,-0.14964,-0.02802,-0.03882,-0.07843,-0.04675,-0.22585,-0.31402,-0.3269
-0.3947,-0.39622,-0.39061,-0.27176,-0.03704,0.06191,-0.09915,-0.15788,-0.02499,-0.14339,-0.14559,-0.22286,0.09033,0.04848,0.15007
0.19811,0.2482,0.44745,0.10525,0.28699,0.22163,0.22429,-0.02083,0.09784,0.22625,0.21529,0.00635,-0.21307,-0.15701,-0.28083
-0.10527,-0.25834,-0.10071,-0.16886,-0.32442,-0.18707,-0.25967,-0.37093,-0.30553,-0.50215,-0.34078,-0.32112,-0.22069,-0.20867,-0.20377
0.55193,0.42312,0.36212,0.33512,0.24795,0.19889,0.14668,0.1414,0.07822,0.01231,-0.01983,-0.0436,-0.14982,0.02505,-0.02093
-0.09401,-0.01369,0.06796,0.11668,0.11985,0.07263,0.52209,0.36669,0.5385,0.40094,0.305,0.0516,0.06078,0.24207,0.30291
-0.27903,-0.22453,-0.27113,-0.44295,-0.42001,-0.17516,-0.35754,-0.49835,-0.67871,-0.56787,-0.59664,-0.46938,-0.22871,-0.5506,-0.35291
-0.14543,-0.37215,-0.38262,-0.32244,-0.4469,-0.17947,-0.26542,-0.34392,-0.03026,0.01263,-0.03605,0.05434,0.28382,0.25686,-0.12421
0.01271,0.0265,-0.18168,-0.26031,0.1709,0.47321,0.12638,0.03529,0.04478,-0.10151,0.08529,-0.16433,-0.10725,-0.00373,0.31505
-0.04976,0.25854,0.29557,0.20654,0.01141,0.09193,-0.04708,0.02471,0.16803,0.15306,0.21899,0.02988,-0.05266,-0.08387,-0.03272
-0.17779,-0.27048,-0.53489,-0.52716,-0.35362,-0.06496,0.04994,-0.17736,-0.22603,-0.04635,0.01406,0.09264,0.03133,0.14373,0.0539
-0.03685,0.20959,-0.00993,0.22601,0.14312,0.1922,0.0056,-0.10644,-0.20553,-0.33015,-0.32013,-0.27349,-0.11711,0.08423,-0.0783
0.03371,0.10441,-0.04023,-0.18232,-0.13663,0.01488,-0.0854,-0.17055,-0.05364,-0.20856,-0.17915,-0.30537,-0.46923,-0.33304,0.14423
-0.59704,-0.14578,0.25152,0.2029,-0.02672,-0.15615,-0.15366,-0.0324,-0.15211,-0.06113,-0.08513,-0.01882,0.33788,0.44133,0.27034
-0.3731,-0.27093,0.02347,-0.06832,-0.00494,0.1802,0.20678,0.22419,0.15102,0.20286,0.13148,0.08098,0.11473,0.0326,0.09735
-0.42812,-0.16312,-0.23159,-0.19151,-0.0562,0.1271,0.25401,0.20247,-0.05688,0.12224,0.33472,0.15456,-0.18766,-0.20478,0.02235
0.20523,0.36746,0.13002,0.01952,-0.22532,-0.0665,-0.0868,0.01157,0.23014,0.42883,0.22491,-0.10919,-0.02868,-0.02052,-0.03336
-0.08715,-0.06265,0.11827,0.19064,0.16391,0.18247,-0.14318,-0.00394,-0.33239,-0.09647,-0.1208,-0.36739,-0.22514,-0.36465,-0.23703
-0.06849,0.19668,0.1659,0.13326,0.04309,-0.0179,-0.01376,-0.18505,-0.27512,-0.22403,-0.14793,-0.01127,-0.0136,0.18669,-0.00856
0.35306,0.19532,0.09302,0.23701,0.01591,-0.30794,-0.31191,-0.24073,-0.28486,-0.2558,-0.2116,-0.16055,-0.11911,-0.0972,-0.30579
-0.30575,-0.48004,-0.42003,-0.37609,-0.23426,-0.3336,-0.37653,-0.12006,-0.19141,-0.18196,-0.24306,-0.3679,-0.37361,-0.55782,-0.51102
0.49753,0.4929,0.54624,0.41948,0.35179,0.42096,0.10086,0.36076,0.11051,-0.21156,-0.16769,-0.30749,-0.40077,-0.43257,-0.56384
-0.04803,0.24744,0.32073,0.37677,0.27237,0.42491,0.25405,0.23065,0.03953,0.22972,0.36871,0.29834,0.20766,0.0586,0.02608
-0.35714,-0.30941,-0.28479,-0.54831,-0.35574,-0.44332,-0.32209,-0.35901,-0.39859,-0.45901,-0.59949,-0.37799,-0.23803,-0.18529,-0.02875
-0.24204,0.00794,0.0214,-0.3607,-0.1135,-0.21001,-0.07199,-0.41743,-0.12415,-0.17176,-0.22786,-0.34306,-0.4304,-0.41602,-0.19937
-0.05346,-0.00903,0.12,0.1472,0.27751,0.30591,0.49079,0.22264,0.26205,0.26713,0.13553,0.24999,0.09289,0.20493,0.17537
0.17373,0.301,0.42046,0.13709,0.18057,0.33491,0.47385,0.4905,0.27728,0.38473,0.54189,0.70476,0.84206,0.92892,0.91433
-0.10869,-0.06902,-0.31839,-0.25806,-0.54377,-0.29116,-0.30359,-0.33826,-0.45759,-0.52887,-0.56633,-0.96788,-1.00591,-1.11873,-1.18916
-0.199,-0.0235,-0.23166,-0.08584,0.21398,0.12939,0.08507,0.00718,-0.23017,-0.09776,-0.25148,-0.06876,-0.10932,-0.05082,0.12923
-0.24696,-0.12407,0.07508,0.34131,0.37518,0.16357,-0.08981,-0.25196,-0.24792,-0.15925,-0.09683,-0.24729,-0.13662,-0.23512,-0.15039
0.17275,0.12864,-0.01095,-0.1424,-0.41507,-0.48831,-0.32829,0.04446,0.16554,0.02368,0.13473,0.31681,0.12112,0.33263,0.42705
-0.04137,0.04483,0.05114,0.10587,-0.12684,-0.36323,-0.31408,-0.23865,-0.28635,-0.43013,-0.58746,-0.36093,-0.60582,-0.47927,-0.4527
0.05012,-0.24013,-0.20846,-0.216,-0.3241,-0.30091,-0.17409,-0.15894,-0.16946,-0.18559,-0.28491,-0.20301,-0.29272,-0.5214,-0.63289
-0.05964,0.09568,-0.15528,-0.04024,-0.2242,-0.30879,-0.08769,-0.18881,-0.0227,-0.10062,-0.29554,-0.51061,-0.39269,-0.31499,-0.32496
-0.38262,-0.04142,0.04316,0.11255,0.14475,-0.00227,-0.1501,-0.24102,0.01497,-0.10921,0.07462,-0.08801,0.11029,-0.12401,-0.14586
0.20726,-0.02273,0.22183,0.3141,0.09589,0.17821,0.2019,-0.04998,-0.48414,-0.48989,-0.65399,-0.63351,-0.52699,-0.45096,-0.47965
0.01542,0.04967,-0.09296,-0.17534,-0.18212,-0.3812,-0.17189,0.05253,0.00558,-0.3138,-0.32127,-0.16819,-0.19447,-0.26382,-0.28461
0.40246,0.11023,0.03569,0.17168,0.14541,0.33797,0.18272,0.21399,0.53992,0.55493,0.80966,0.70262,0.47868,0.44038,0.33669
0.41841,0.16112,0.32556,0.15445,0.1155,0.22508,0.1799,0.45552,0.24679,0.49112,0.16439,0.31941,0.08397,-0.16437,-0.01073
0.06748,-0.0414,-0.06039,0.29472,0.30405,0.33243,-0.03384,0.24353,0.14004,0.14573,0.25032,0.21131,0.16196,0.19998,0.37947
-0.06178,-0.15389,-0.29685,-0.0797,-0.12084,0.20778,0.19908,-0.07635,0.18567,0.20421,0.25755,0.22851,0.07345,0.1458,0.10195
-0.63027,-0.50328,-0.17948,-0.02084,0.04204,-0.09405,-0.20358,-0.30925,-0.02032,-0.18189,-0.17785,-0.43946,-0.10346,-0.42326,-0.32209
0.00561,0.13026,-0.04197,0.1348,0.24927,0.18286,0.02947,0.26047,0.14755,-0.01973,0.0411,-0.13588,0.02478,-0.04402,-0.08291
-0.05665,-0.14871,-0.00399,-0.22249,-0.40051,-0.42011,-0.45202,-0.35986,-0.35977,0.0844,-0.20574,-0.31995,-0.11323,-0.16181,-0.50635
0.34622,0.36087,-0.12178,0.09027,0.18619,0.11994,0.0166,0.15975,0.22759,-0.30418,-0.26973,-0.30134,-0.10613,-0.04983,-0.07879
-0.16206,-0.19862,-0.3037,-0.18517,-0.08751,-0.08539,-0.07843,0.04297,-0.04934,-0.2238,-0.23193,-0.19852,-0.36533,-0.22913,-0.25039
0.31173,0.18932,0.16052,-0.03231,0.09733,0.06482,0.08774,0.29103,0.35202,0.26939,0.22678,0.44855,0.2742,0.36695,0.73578
-0.17129,-0.15414,0.16754,0.20848,-0.02013,0.05095,-0.14871,-0.07504,0.19801,0.1048,0.05485,-0.04261,-0.24758,-0.08717,-0.41158
-0.10159,-0.16017,-0.20133,-0.05279,-0.03434,-0.13834,-0.20359,-0.21922,-0.31163,-0.28992,-0.37274,-0.40413,-0.45173,-0.43229,-0.27169
0.0484,-0.1247,-0.13986,-0.21958,-0.35722,-0.26182,-0.11079,-0.20229,-0.00168,-0.03492,0.03962,-0.02247,0.02329,-0.16505,-0.33764
0.19822,0.03023,-0.02775,-0.06862,-0.22353,-0.30429,-0.37926,-0.27957,-0.13325,-0.15264,0.06409,0.16929,0.04597,-0.00504,0.1386
-0.03212,-0.15585,-0.19717,-0.04079,0.05935,0.09257,0.30092,0.35035,0.30055,0.2623,0.16704,0.14063,0.34975,0.09154,-0.10688
0.26131,0.00657,-0.22898,-0.20877,-0.4874,-0.32015,-0.38548,-0.2544,-0.46045,-0.59665,-0.5941,-0.6882,-0.82856,-0.67961,-0.67206
0.3842,0.27626,0.18587,-0.11514,-0.11735,-0.0219,-0.17557,-0.07687,-0.25077,-0.3266,-0.24284,-0.15705,-0.12203,-0.18655,-0.335
-0.07978,0.11899,-0.13897,-0.21844,-0.33302,-0.41331,-0.19164,-0.32199,-0.33342,-0.31696,-0.33621,-0.21534,-0.48312,-0.43501,-0.1739
-0.29659,-0.37965,-0.55398,-0.52345,-0.30812,-0.26231,-0.27613,-0.10672,-0.15861,-0.15593,-0.09795,0.11136,0.37497,0.35757,0.32887
-0.01314,-0.025,-0.13912,0.14027,0.09869,-0.18118,-0.43498,-0.16613,-0.01037,-0.17606,-0.23627,-0.34902,-0.50023,-0.46871,-0.407
0.27498,0.48851,0.43971,0.34841,-0.00932,0.10552,0.11625,0.01588,0.14835,0.30838,0.29919,0.40151,0.33137,0.11191,-0.02308
-0.17514,-0.21847,-0.21465,-0.44885,-0.61388,-0.51082,-0.45401,-0.55091,-0.42097,-0.15498,-0.16055,8e-05,-0.15833,-0.24345,-0.57956
-0.00373,0.11565,-0.01473,0.0581,-0.01865,-0.08874,-0.22172,0.12985,0.02232,-0.05169,-0.21759,-0.00182,0.11471,0.07921,0.14722
0.10673,0.15307,0.2621,0.08469,-0.06196,-0.09706,-0.31281,-0.3094,-0.24684,-0.44161,-0.73258,-0.90624,-0.88475,-0.80291,-0.61705
-0.06844,-0.34131,-0.06687,0.08914,0.27307,0.19799,0.14609,0.07073,0.21371,0.08966,0.11319,0.08697,0.024,0.11381,0.26485
-0.15463,-0.19989,-0.0031,0.16208,0.3484,0.54845,0.2674,-0.0401,0.10031,0.03196,0.1095,0.14655,0.03934,0.09866,0.28182
-0.04782,-0.13452,-0.09658,-0.11833,-0.17917,-0.12126,-0.07916,0.07809,0.00264,0.0081,0.16488,-0.12896,0.14826,0.21166,0.05939
0.2355,0.28768,0.38786,0.19023,0.33131,0.44667,0.14505,-0.11458,0.03532,0.06735,-0.01804,0.04529,0.38918,0.4094,0.11406
-0.36554,-0.08458,0.08199,0.01151,0.1935,0.34672,0.32273,0.36405,0.46091,0.2346,0.18948,0.28084,0.30367,0.33167,0.55157
-0.2409,-0.07097,0.24481,0.37579,0.40231,0.27171,-0.06404,-0.04498,-0.12823,-0.01691,0.10772,-0.11904,-0.01372,0.04545,0.11792
-0.15995,-0.03384,0.05165,0.2182,0.39444,0.46212,0.3422,0.15416,0.34603,0.14377,0.08008,0.02372,0.13922,0.3232,0.40455
-0.34456,-0.52918,-0.35287,-0.57748,-0.40485,-0.25287,-0.25923,-0.09984,-0.14587,-0.2566,-0.29209,-0.4546,-0.26146,-0.23514,-0.06643
-0.16504,-0.026,-0.22867,-0.20986,-0.22392,-0.01393,0.04296,0.59848,0.08364,0.26617,0.35802,0.28811,0.31261,0.33066,0.25676
0.64154,0.33502,0.21053,-0.14786,-0.33766,-0.28496,-0.05932,-0.32027,-0.27493,-0.33695,-0.56481,-0.58342,-0.94997,-0.83424,-0.74646
-0.3171,-0.42532,-0.14467,0.03026,-0.11046,0.07473,0.08695,0.14267,0.2032,0.01739,-0.00059,0.29546,0.08687,0.02993,0.12538
-0.39355,-0.45609,-0.38932,-0.42457,-0.35044,-0.61094,-0.30513,-0.3123,-0.31532,-0.24359,-0.45343,-0.55073,-0.58193,-0.68967,-0.60608
-0.28511,-0.33185,-0.2164,-0.23532,-0.18651,-0.05164,0.12138,0.19604,0.27893,0.38525,0.16874,0.0826,0.19908,0.37133,0.34296
-0.09641,0.13888,-0.0691,-0.03633,-0.14758,0.09713,0.0665,0.11571,0.15361,-0.03157,0.23587,0.16699,-0.14125,-0.1395,0.19818
-0.35963,-0.38764,-0.51251,-0.44008,-0.55065,-0.56615,-0.52818,-0.20479,-0.07982,-0.04736,-0.09793,-0.50387,-0.45132,-0.42931,-0.16043
0.21187,0.47854,0.38828,0.47741,0.55641,0.19199,0.20329,0.00389,-0.06401,-0.03648,-0.2476,-0.0693,-0.19187,-0.11644,-0.10892
-0.02693,0.12804,0.13244,-0.01522,-0.32476,-0.40869,-0.38349,-0.20881,-0.01691,0.13797,0.30358,0.27081,0.06231,0.09788,0.68771
-0.41464,-0.43334,-0.51595,-0.46969,-0.49971,-0.3906,-0.53531,-0.65875,-0.68936,-0.60459,-0.45604,-0.54942,-0.64092,-0.87138,-0.75119
-0.20429,-0.33848,-0.33686,-0.14328,-0.01266,-0.35306,-0.0364,-0.19977,-0.08507,-0.20112,-0.05138,-0.084,-0.39052,-0.73676,-0.74912
-0.08173,-0.05062,0.09865,-0.11371,-0.09003,-0.11817,-0.32371,-0.29781,-0.19963,-0.23824,-0.07832,0.06057,-0.03042,-0.00847,0.16669
0.02887,0.00729,0.26479,0.10976,0.23398,0.11146,0.09065,-0.02482,0.03128,0.07906,0.17749,0.24175,0.1792,0.34495,0.4789
0.26161,0.65457,0.46134,0.42438,0.54267,0.56408,0.42656,0.10523,-0.04882,-0.10146,0.08589,0.19353,-0.02561,0.28982,0.40239
-0.02598,-0.1671,-0.2324,-0.35913,-0.25711,0.13543,-0.01329,0.04994,0.05811,0.22824,0.1081,0.31993,0.45367,0.31448,0.73959
-0.42489,-0.21472,-0.21317,-0.46443,-0.44665,-0.57781,-0.20437,0.00352,0.1416,-0.02406,-0.2401,-0.19223,-0.35955,-0.40446,-0.12679
0.10034,0.00268,-0.06785,0.201,0.18843,0.12862,0.01643,0.16933,-0.00359,-0.09314,-0.22451,-0.09741,-0.11454,0.04862,0.00958
-0.17699,0.18561,0.00973,-0.09198,-0.02457,0.12814,0.15554,-0.22245,-0.08953,-0.3003,-0.1757,-0.15289,-0.52206,-0.43756,-0.50199
-0.24473,-0.10574,0.29356,0.23944,0.1518,0.20389,0.08822,0.24446,0.27543,0.21025,0.10099,0.21707,0.247,0.41375,0.51204
0.30583,0.27216,0.12247,0.1246,0.53714,0.53546,0.79059,0.68528,0.43648,0.13017,0.14249,0.16729,0.0504,0.09038,0.01997
-0.27145,-0.19969,-0.39218,-0.23949,-0.05509,-0.18805,-0.29034,-0.48593,-0.2078,-0.17039,-0.16525,-0.16336,0.02077,-0.33107,-0.56734
0.28759,0.40526,0.15529,0.38808,0.49405,0.1409,0.16581,0.15203,0.32265,0.38648,0.20269,0.13891,0.32258,0.43944,0.49745
-0.04152,-0.05969,-0.09459,-0.18454,-0.29126,-0.44139,-0.58647,-0.50918,-0.29692,-0.29959,-0.31322,-0.52,-0.71548,-0.53549,-0.42373
0.27317,0.42698,0.41558,0.35309,0.55671,0.62565,0.64684,0.40186,0.30625,0.28694,0.22756,0.38071,0.44269,0.66376,0.61449
0.18342,0.40994,0.21342,0.12694,0.41392,0.41109,0.2631,0.40849,0.45307,0.29681,0.09864,0.26168,0.29454,0.49183,0.52799
-0.04189,0.00752,0.01026,-0.05636,0.03356,-0.24927,-0.43916,-0.3996,-0.41394,-0.18954,-0.02688,0.13954,-0.0536,-0.03749,0.11846
0.51434,0.54546,0.62764,0.59477,0.68104,0.63225,0.74488,0.25805,0.26127,0.20666,0.32764,0.43482,0.29315,0.36983,0.46684
0.1574,0.05444,0.05186,0.25128,0.16365,0.30131,0.29227,0.40566,0.16572,0.27556,0.15605,0.34135,0.38976,0.505,0.52411
-0.19965,-0.46674,-0.50862,-0.53019,-0.51579,-0.7296,-0.66055,-0.43035,-0.57918,-0.80357,-0.66012,-0.81227,-0.65032,-0.72896,-0.73525
-0.03832,0.00729,-0.07848,0.00725,0.0011,-0.10603,-0.23181,-0.21102,-0.47566,-0.44449,-0.48307,-0.31474,-0.3155,-0.12206,-0.12631
-0.06595,-0.13285,0.01454,-0.19641,-0.34856,-0.36081,-0.45848,-0.23481,-0.10242,-0.22563,0.02869,-0.01807,-0.08512,-0.14452,-0.22164
0.33241,0.40259,0.35756,0.34171,0.21995,0.14479,0.30621,0.25846,0.04457,0.11796,0.15307,0.31179,0.0906,-0.04331,-0.00457
0.28518,0.3133,0.30474,-0.0455,-0.06011,0.01139,-0.06614,0.01392,-0.13327,-0.15085,-0.40057,-0.74943,-0.84139,-0.5479,-0.53797
0.38651,0.21569,0.09546,-0.29407,-0.29139,-0.40799,-0.40235,-0.23887,-0.08523,-0.20057,-0.3503,-0.42847,-0.27222,0.05057,0.19998
0.46275,0.15459,0.12874,-0.06431,-0.30192,-0.43757,-0.27881,-0.21458,-0.34171,-0.44143,-0.21532,-0.23351,-0.09024,-0.20628,-0.08654
0.03537,0.05077,-0.37149,-0.5641,-0.33388,-0.12946,-0.52452,-0.57699,-0.85952,-0.7596,-0.75327,-0.58399,-0.60869,-0.96147,-1.01609
-0.01179,-0.1596,-0.15272,-0.11069,-0.12161,0.01442,0.10836,-0.20341,-0.40237,-0.54466,-0.70079,-0.69613,-0.38897,-0.23706,-0.03386
0.23414,0.15712,0.06984,-0.02992,0.13329,0.11957,-0.10131,-0.24697,-0.33017,-0.35006,-0.44562,-0.31829,-0.45596,-0.3934,-0.44768
0.17082,0.14591,0.16228,0.31273,0.26157,0.42886,0.3907,0.23752,0.19398,0.2864,0.33344,0.34151,0.46023,0.25688,0.27417
0.17196,0.02107,-0.10524,-0.13434,-0.00148,0.13866,0.21294,-0.0283,0.13521,0.1057,0.07083,0.23236,0.07021,0.1759,0.06339
-0.02151,-0.12217,0.00884,0.0582,-0.02143,0.07144,-0.13125,-0.15841,-0.14428,-0.09044,-0.11937,-0.06425,0.05714,0.48409,0.43589
0.31704,0.3657,0.2516,-0.14436,-0.31636,-0.56305,-0.57178,-0.61301,-0.66741,-0.49923,-0.52646,-0.73566,-0.57475,-0.50732,-0.25711
0.15283,0.31993,0.23804,0.13395,0.27593,0.38685,0.4421,0.31342,0.31082,0.21634,0.19696,0.24501,0.03676,0.32581,0.28678
0.27156,0.03082,0.11557,0.11047,0.32549,0.28476,0.1173,-0.20319,-0.15905,0.02644,0.05427,-0.0076,0.10881,0.10707,0.2204
-0.03041,-0.11724,0.21731,0.15798,0.06687,0.08153,-0.06464,-0.1803,-0.20748,0.0078,0.00131,0.07956,-0.1916,-0.24064,0.03843
-0.02265,-0.08952,-0.16131,-0.36862,-0.22759,-0.19006,-0.10138,-0.24764,-0.04042,-0.14085,-0.4536,-0.60648,-0.23521,-0.0509,0.03443
