"inlf","hours","kidslt6","kidsge6","age","educ","wage","repwage","hushrs","husage","huseduc","huswage","faminc","mtr","motheduc","fatheduc","unem","city","exper","nwifeinc","lwage","expersq"
0,0,0,0,55,16,0,0,2304,56,11,2.6701,13000,0.7215,12,12,7.5,0,33,13,NA,1089
0,0,0,0,42,9,0,0,2275,46,8,4.3956,10000,0.7515,7,7,5,1,2,10,NA,4
0,0,0,1,32,15,0,0,2760,33,17,7.971,22000,0.6615,12,12,7.5,1,1,22,NA,1
0,0,0,2,43,12,0,0,1750,44,14,15.429,29800,0.5815,7,7,7.5,1,10,29.8,NA,100
0,0,1,3,33,12,0,0,3366,37,13,1.9854,15000,0.7215,7,7,5,1,0,15,NA,0
0,0,0,1,48,15,0,0,2205,51,16,7.2562,22300,0.7215,10,14,9.5,1,14,22.3,NA,196
0,0,0,2,43,12,0,0,1990,48,9,7.0352,14550,0.7215,3,16,7.5,1,15,14.55,NA,225
0,0,1,3,47,17,0,0,1930,57,16,8.1347,19730,0.6915,14,12,7.5,1,15,19.73,NA,225
0,0,0,0,54,12,0,0,1350,60,12,11.981,35000,0.5515,12,12,7.5,1,10,35,NA,100
0,0,0,1,51,12,0,0,3340,52,12,5.9922,21014,0.6615,7,3,7.5,1,6,21.014,NA,36
0,0,0,1,51,10,0,0,960,57,10,4.1458,10876,0.7515,14,7,7.5,0,18,10.876,NA,324
0,0,1,1,43,13,0,0,2732,42,13,8.5102,27850,0.6215,12,10,7.5,0,15,27.85,NA,225
0,0,0,0,53,12,0,0,1624,59,8,2.9631,9560,0.7515,0,3,3,0,30,9.56,NA,900
0,0,1,1,34,11,0,0,1804,36,12,8.8149,30300,0.6215,7,7,7.5,0,15,30.3,NA,225
0,0,1,1,31,8,0,0,2805,31,10,2.4955,7720,0.7815,7,7,7.5,0,10,7.72,NA,100
0,0,0,0,56,12,0,0,2160,59,8,4.8843,10550,0.7515,10,7,7.5,1,0,10.55,NA,0
0,0,0,1,42,16,0,0,2052,55,15,10.2,24106,0.6615,12,7,9.5,1,0,24.106,NA,0
0,0,0,2,32,12,0,0,2250,35,16,10,22995,0.6615,12,14,9.5,1,4,22.995,NA,16
0,0,1,3,35,12,0,0,1120,37,12,5.3571,6000,0.8015,12,12,9.5,1,0,6,NA,0
0,0,1,1,30,12,0,0,2450,36,14,9.7959,24350,0.6615,14,14,9.5,1,3,24.35,NA,9
0,0,0,0,51,10,0,0,3432,50,11,1.3741,7608,0.7715,7,7,7.5,0,20,7.608,NA,400
0,0,0,3,47,12,0,0,2700,48,12,3.463,28200,0.7215,7,7,3,0,3,28.2,NA,9
0,0,0,1,54,12,0,0,2817,55,13,5.0408,16150,0.7215,3,7,3,0,1,16.15,NA,1
0,0,3,0,31,15,0,0,3000,34,17,16.667,51200,0.4415,7,10,7.5,1,5,51.2,NA,25
0,0,0,0,47,10,0,0,2125,45,11,4.3294,12646,0.7515,7,7,5,1,7,12.646,NA,49
0,0,0,3,47,14,0,0,1864,42,16,10.193,19000,0.6915,7,7,11,1,6,19,NA,36
0,0,0,3,40,12,0,0,2400,39,12,7.5833,19000,0.7215,7,7,7.5,1,2,19,NA,4
0,0,0,0,48,8,0,0,2160,50,7,4.1204,14400,0.7515,3,3,7.5,0,0,14.4,NA,0
0,0,0,7,34,8,0,0,1040,51,7,4.8077,7232,0.9415,3,7,11,1,10,7.232,NA,100
0,0,0,3,38,12,0,0,2450,42,16,3.1531,21943,0.7515,7,10,9.5,1,6,21.943,NA,36
0,0,1,3,32,12,0,0,2500,34,16,19,47500,0.4615,7,10,7.5,1,4,47.5,NA,16
0,0,0,1,48,16,0,0,2131,45,17,6.0535,28900,0.6215,12,7,7.5,1,8,28.9,NA,64
0,0,0,2,41,12,0,0,2165,46,7,3.7875,12400,0.7715,7,7,7.5,0,18,12.4,NA,324
0,0,0,2,49,5,0,0,2230,43,3,2.9287,6531,0.7815,0,0,7.5,0,7,6.531,NA,49
0,0,0,0,59,8,0,0,1995,55,12,9.2972,22422,0.6915,3,7,11,1,15,22.422,NA,225
0,0,0,0,58,13,0,0,2025,57,16,9.3827,22200,0.6615,7,7,11,1,7,22.2,NA,49
0,0,0,3,41,12,0,0,2450,48,15,26.531,77000,0.4415,7,14,14,1,8,77,NA,64
0,0,0,2,45,12,0,0,2160,45,12,40.509,88000,0.4415,10,10,14,1,8,88,NA,64
0,0,1,1,30,14,0,0,1715,32,17,15.16,26040,0.6215,12,10,11,0,3,26.04,NA,9
0,0,0,1,41,12,0,0,3018,42,16,18.964,63500,0.4415,7,7,7.5,1,10,63.5,NA,100
0,0,2,0,30,12,0,0,2216,33,16,5.4152,12100,0.7515,10,10,7.5,0,9,12.1,NA,81
0,0,0,1,53,12,0,0,2499,54,12,1.9988,17505,0.7515,12,7,7.5,1,24,17.505,NA,576
0,0,0,0,31,12,0,0,2250,37,14,8,18000,0.6915,10,7,7.5,0,12,18,NA,144
0,0,0,2,43,14,0,0,2116,44,17,11.153,28069,0.6615,12,12,11,1,2,28.069,NA,4
0,0,1,1,31,12,0,0,2016,30,14,5.9524,14000,0.7515,12,14,14,1,6,14,NA,36
0,0,0,0,51,12,0,0,2470,60,10,2.1194,8117,0.7515,10,3,7.5,1,18,8.117,NA,324
0,0,0,0,43,9,0,0,1640,45,12,3.8384,11895,0.7715,7,7,5,1,17,11.895,NA,289
0,0,1,2,31,14,0,0,2016,34,16,17.361,45250,0.4915,16,16,5,1,7,45.25,NA,49
0,0,0,0,48,11,0,0,2185,48,12,8.0092,31106,0.6915,7,10,9.5,1,6,31.106,NA,36
0,0,1,1,31,12,0,0,800,33,14,3,4000,0.8015,12,7,9.5,1,10,4,NA,100
0,0,0,1,44,12,0,0,3022,46,12,10.589,40500,0.5815,7,7,7.5,1,5,40.5,NA,25
0,0,0,1,48,11,0,0,1512,50,14,10.913,21620,0.7215,10,7,7.5,1,7,21.62,NA,49
0,0,0,1,53,12,0,0,2677,53,12,5.6033,23426,0.7215,0,0,7.5,1,11,23.426,NA,121
0,0,0,3,42,10,0,2.75,3150,44,12,7.9365,26000,0.6615,3,3,11,1,14,26,NA,196
0,0,2,6,39,12,0,0,1430,34,12,2.9476,7840,0.9415,7,0,9.5,1,5,7.84,NA,25
0,0,1,2,32,10,0,0,3307,36,4,2.0562,6800,0.7915,7,3,7.5,0,2,6.8,NA,4
0,0,0,2,36,12,0,0,3120,39,12,1.3013,5330,0.7915,7,12,14,0,4,5.33,NA,16
0,0,0,2,40,13,0,0,3020,43,16,9.2715,28200,0.6215,10,10,9.5,1,5,28.2,NA,25
0,0,2,3,31,12,0,0,2056,33,12,4.8638,10000,0.7715,12,12,7.5,0,14,10,NA,196
0,0,0,0,43,12,0,0,2383,43,12,1.0898,9952,0.7515,10,3,7.5,0,4,9.952,NA,16
0,0,0,0,60,12,0,0,1705,55,8,12.44,24984,0.6215,12,12,14,1,15,24.984,NA,225
0,0,0,3,39,9,0,0,3120,48,12,6.0897,28363,0.6915,7,7,11,1,12,28.363,NA,144
